INFO: setting up PCIe 0
INFO: loading mbench.bin...
INFO: done
1	1	98	37	346	83	475593	50243	474901	50017
0	0	0	0	0	0	475013	50022	475002	50016
1	1	98	37	346	83	475584	50243	474892	50017
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475013	50022	475002	50016
0	0	0	0	0	0	475013	50022	475002	50016
664	5650	554367	209050	1484405	339314	2488523	480968	814280	50680
512	2502	246086	92574	677405	155926	1381185	276604	557179	50528
494	2122	208507	78514	578619	133798	1252512	251992	532745	50510
314	675	66463	24975	192306	46639	753378	139993	471319	50330
243	456	44930	16872	131363	32310	668879	115866	468096	50259
164	232	22899	8584	68652	17488	581893	90142	466365	50180
118	152	15012	5624	46026	11732	547984	78038	468203	50134
57	65	6425	2405	20833	5187	508424	63075	471217	50073
44	47	4649	1739	15140	3823	499613	59917	471814	50060
14	14	1385	518	4729	1162	482975	53116	474184	50030
1	1	98	37	346	83	475556	50243	474864	50017
2	2	197	74	694	166	476276	50464	474951	50018
1	1	98	37	346	83	475686	50243	474994	50017
1	1	98	37	346	83	475682	50243	474990	50017
1	1	98	37	346	83	475647	50243	474955	50017
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
667	6033	591933	223221	1580913	361223	2622855	503291	851418	50683
546	3151	309425	116587	844439	193803	1602553	319173	602062	50562
478	1826	179424	67562	502512	116510	1153267	232496	514163	50494
329	836	82443	30932	236734	56206	806396	151630	475230	50345
230	390	38450	14430	113071	28210	645935	109972	467156	50246
159	218	21520	8066	64810	16560	575993	88524	465726	50175
80	101	9977	3737	31370	7837	523921	68899	469667	50096
52	58	5734	2146	18881	4658	505028	61856	471212	50068
35	38	3758	1406	12453	3076	494759	57928	472230	50051
17	18	1779	666	6068	1468	485095	53836	474075	50033
9	10	987	370	3319	804	480487	52068	474512	50025
2	2	197	74	694	166	476131	50464	474806	50018
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475013	50022	475002	50016
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
601	4017	394333	148629	1067137	244595	1909635	377555	670841	50617
586	3656	358935	135272	975264	223628	1786309	354518	643628	50602
421	1492	146681	55204	412085	95990	1033614	204110	501254	50437
381	1084	106611	40108	303576	71694	897396	174294	484920	50397
215	351	34611	12987	102120	25597	628737	105289	465174	50231
207	312	30795	11544	91430	23166	615955	101754	465376	50223
101	119	11762	4403	36878	9409	534623	73369	468835	50117
59	71	7016	2627	22623	5581	511117	63745	471556	50075
31	35	3458	1295	11288	2801	493370	57101	473139	50047
11	11	1088	407	3779	913	481144	52453	474158	50027
11	11	1088	407	3826	913	481154	52453	474132	50027
2	2	197	74	694	166	476093	50464	474768	50018
1	1	98	37	346	83	475594	50243	474902	50017
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
1	1	98	37	346	83	475598	50243	474906	50017
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475009	50022	474998	50016
622	4574	449217	169238	1210820	276890	2107564	412748	718572	50638
523	2580	253424	95460	698756	160658	1409857	282854	561712	50539
391	1174	115456	43438	327818	77084	927330	181064	487837	50407
317	726	71464	26862	206348	49624	769979	143392	473077	50333
286	607	59794	22459	173330	42035	724167	131525	469137	50302
150	206	20336	7622	61234	15642	571571	86364	467394	50166
115	142	14030	5254	43118	11084	543904	76976	467882	50131
50	54	5341	1998	17526	4378	503560	61300	471663	50066
35	38	3757	1406	12556	3076	495514	57928	472821	50051
19	19	1880	703	6375	1577	485512	54221	473650	50035
4	4	395	148	1390	332	477316	50906	474720	50020
5	5	494	185	1738	415	478002	51127	474778	50021
3	3	296	111	1042	249	476726	50685	474768	50019
0	0	0	0	0	0	475013	50022	475002	50016
2	2	197	74	694	166	476238	50464	474913	50018
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475013	50022	475002	50016
0	0	0	0	0	0	475013	50022	475002	50016
644	4981	488836	184297	1314519	300661	2251322	439555	752851	50660
568	3264	320451	120768	874863	200816	1647513	329222	610318	50584
475	1977	194359	73149	540478	125039	1200868	240611	524567	50491
345	937	92281	34669	263278	62379	841222	160011	479006	50361
263	498	49067	18426	143505	35224	686564	121540	467921	50279
141	193	19054	7141	57706	14667	566207	84147	468193	50157
112	144	14222	5328	43723	11120	544061	76598	468279	50128
60	63	6232	2331	20306	5151	508824	63453	471303	50076
32	34	3362	1258	11130	2770	493543	57208	473166	50048
9	9	890	333	3130	747	480259	52011	474493	50025
6	6	593	222	2039	498	478326	51348	474516	50022
4	4	395	148	1390	332	477402	50906	474811	50020
2	2	197	74	694	166	476131	50464	474806	50018
0	0	0	0	0	0	475013	50022	475002	50016
1	1	98	37	346	83	475651	50243	474959	50017
0	0	0	0	0	0	475009	50022	474998	50016
0	0	0	0	0	0	475013	50022	475002	50016
0	0	0	0	0	0	475013	50022	475002	50016
658	5440	533839	201280	1431988	327188	2412855	468014	792883	50674
587	3841	377041	142117	1022687	234199	1844789	365227	654451	50603
447	1605	157747	59385	442404	103107	1078882	214815	508604	50463
296	664	65367	24568	188967	45544	743025	136414	469488	50312
249	451	44447	16687	130163	32181	667352	116565	466059	50265
183	277	27326	10249	81191	20547	599877	95823	466372	50199
68	81	8005	2997	25595	6385	516303	65791	471236	50084
36	39	3856	1443	12704	3159	496036	58149	472958	50052
34	36	3560	1332	11779	2936	494248	57650	472681	50050
11	12	1185	444	4062	970	481601	52510	474308	50027
9	10	988	370	3321	804	480052	52068	474088	50025
3	3	296	111	1042	249	476729	50685	474766	50019
1	1	98	37	346	83	475690	50243	474998	50017
0	0	0	0	0	0	475009	50022	474998	50016
1	1	98	37	346	83	475556	50243	474864	50017
1	1	98	37	346	83	475686	50243	474994	50017
0	0	0	0	0	0	475013	50022	475002	50016
0	0	0	0	0	0	475013	50022	475002	50016
661	5781	567507	213897	1519007	346703	2533631	487943	825313	50677
